 12 |  1  3  5  8 10 15 19 24 29 35 40 48 55 62 68 73 77 81 85 86
 13 |  1  2  3  6  8 11 16 20 24 30 35 40 47 54 60 67 71 76 80 84
 14 |  0  1  3  4  6  9 13 16 19 24 29 34 40 46 54 60 65 71 76 79
 15 |  0  1  2  3  4  7  9 12 16 20 24 30 35 39 47 53 59 65 70 74
 16 |  0  0  1  2  3  5  8 10 13 17 20 25 29 35 40 47 52 58 64 70
 17 |  0  0  1  1  2  4  6  8 10 13 17 21 25 29 34 40 46 53 58 64
 18 |  0  0  0  1  2  2  4  6  8 11 13 17 21 25 30 33 40 45 52 57
 19 |  0  0  0  0  1  2  3  4  6  9 11 14 17 21 24 30 34 40 44 51
 20 |  0  0  0  0  1  1  2  3  5  7  9 11 14 18 21 24 29 34 39 45

4/0 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 56 85 95 97 98 99 99 99 99 99 99 99 99 99 99 99 00 00 00 00
  3 | 40 68 85 95 97 97 98 98 99 99 99 99 99 99 99 99 99 99 99 99
  4 | 30 54 74 87 95 96 96 97 98 99 99 99 99 99 99 99 99 99 99 99
  5 | 22 42 62 78 88 94 95 96 97 98 98 99 99 99 99 99 99 99 99 99
  6 | 15 33 51 68 80 89 94 95 96 97 98 98 98 98 99 99 99 99 99 99
  7 | 12 25 42 58 72 82 89 93 95 96 97 97 97 98 98 99 99 99 99 99
  8 |  9 19 33 48 62 74 84 90 93 95 96 96 97 97 98 98 99 99 99 99
  9 |  5 14 26 38 53 65 77 84 90 94 95 96 96 96 97 98 98 98 99 99
 10 |  4 10 20 31 44 57 69 78 85 91 94 95 95 96 96 97 97 98 98 99
 11 |  3  8 15 24 36 49 60 71 79 86 90 93 94 95 95 96 97 98 98 98
 12 |  2  5 11 20 30 41 51 62 71 80 86 91 93 94 94 96 96 97 97 98
 13 |  1  4  8 15 23 33 44 55 64 74 81 86 91 92 93 94 95 96 97 98
 14 |  1  2  6 12 18 28 36 47 56 67 75 82 87 91 92 93 94 96 96 97
 15 |  0  2  4  9 14 22 30 39 49 60 68 76 82 87 90 92 93 94 96 96
 16 |  0  1  3  7 11 18 26 34 42 52 61 70 77 83 86 90 92 93 94 95
 17 |  0  1  2  5  9 14 20 28 36 45 54 64 71 78 83 87 91 92 93 94
 18 |  0  0  2  4  7 11 16 23 30 39 49 56 64 72 78 83 87 91 93 93
 19 |  0  0  1  3  5  8 13 19 25 34 41 49 57 66 73 78 83 87 90 92
 20 |  0  0  1  2  4  7 11 15 21 29 37 43 51 60 67 73 79 84 87 91

4/1 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 54 83 92 95 97 97 98 98 99 99 99 99 99 99 99 99 99 99 99 00
  3 | 42 64 80 90 93 95 96 97 98 98 99 99 99 99 99 99 99 99 99 99
  4 | 30 51 68 82 89 92 94 95 96 97 98 98 99 99 99 99 99 99 99 99
  5 | 21 39 56 71 82 88 91 93 95 96 97 97 98 98 99 99 99 99 99 99
  6 | 16 30 46 60 72 82 88 90 93 95 96 96 97 98 98 99 99 99 99 99
  7 | 12 22 36 49 63 73 81 87 90 93 94 96 96 97 97 98 98 99 99 99
  8 |  8 17 29 41 54 65 74 81 87 90 93 94 95 96 97 97 98 99 99 99
  9 |  5 13 22 33 45 57 67 76 82 87 90 92 93 94 96 97 97 98 98 99
 10 |  4  9 17 26 37 48 59 69 75 83 87 90 92 93 94 96 97 97 98 98
 11 |  3  7 13 20 30 41 51 61 69 76 83 87 90 91 93 95 95 96 97 98
 12 |  2  5  9 16 24 33 43 54 62 71 78 83 88 90 91 93 95 96 96 97
 13 |  1  3  7 13 20 28 37 45 56 64 72 78 84 86 89 91 93 94 96 96
 14 |  0  2  5  9 15 22 31 39 48 57 66 72 78 84 87 90 91 93 95 95
 15 |  0  1  3  7 12 18 24 33 41 51 59 67 74 80 84 87 89 92 93 95
 16 |  0  1  2  5  9 15 20 27 36 43 51 60 68 73 79 84 87 89 92 93
 17 |  0  0  2  4  7 12 16 23 30 38 46 54 61 68 75 80 85 88 90 91
 18 |  0  0  1  3  5  9 13 19 25 33 41 48 56 63 69 75 80 84 88 90
 19 |  0  0  1  2  4  7 10 15 21 27 35 42 49 57 64 70 76 80 85 89
 20 |  0  0  0  1  3  5  8 12 17 24 30 37 44 51 59 65 71 76 82 86

4/2 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 80 89 93 95 96 97 98 98 99 99 99 99 99 99 99 99 99 99 99
  3 | 41 61 76 87 90 93 94 96 97 98 98 99 99 99 99 99 99 99 99 99
  4 | 30 48 63 76 84 88 91 93 95 96 97 97 98 99 99 99 99 99 99 99
  5 | 21 36 51 63 75 83 87 90 93 94 96 97 97 98 98 99 99 99 99 99
  6 | 16 28 41 53 64 74 82 85 89 92 94 95 96 97 98 98 98 99 99 99
  7 | 11 21 32 44 55 65 75 81 86 89 91 94 95 96 97 97 98 98 99 99
  8 |  8 16 25 36 46 56 66 76 81 86 88 91 93 94 95 96 97 98 98 99
  9 |  6 12 19 29 39 49 58 67 74 81 85 88 91 93 94 95 96 97 98 98
 10 |  4  9 15 22 31 40 50 59 67 75 81 85 88 90 92 94 95 96 97 98
 11 |  3  6 11 17 26 34 44 53 60 67 75 81 86 87 90 92 94 95 96 97
 12 |  1  4  8 13 20 28 36 45 54 61 68 75 82 84 87 90 92 93 95 96
 13 |  1  3  6 11 16 23 30 38 46 53 62 69 76 80 85 87 91 92 94 94
 14 |  1  2  4  8 12 18 25 32 40 48 56 62 69 75 81 84 87 89 92 94
 15 |  0  1  3  6 10 15 20 26 34 41 50 57 63 70 76 81 84 87 90 92
 16 |  0  1  2  5  8 11 16 23 29 35 43 49 57 64 71 77 81 84 87 90
 17 |  0  0  1  3  5  9 13 18 25 30 37 45 52 59 64 71 76 81 85 88
 18 |  0  0  1  2  4  7 11 14 20 26 32 38 46 52 60 66 71 77 82 85
 19 |  0  0  0  1  3  5  8 12 16 21 26 33 41 47 54 60 66 72 78 82
 20 |  0  0  0  1  2  4  6  9 13 18 23 29 35 41 49 55 61 67 73 78

4/3 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 54 79 86 91 94 95 97 97 98 98 99 99 99 99 99 99 99 99 99 99
  3 | 41 55 71 82 88 91 93 95 96 97 98 98 99 99 99 99 99 99 99 99
  4 | 30 43 57 69 80 85 89 91 93 95 96 97 98 98 99 99 99 99 99 99
  5 | 22 33 45 57 70 78 83 86 90 92 94 95 96 98 98 98 99 99 99 99
  6 | 16 26 36 48 58 69 77 82 86 89 91 94 95 96 97 98 98 98 99 99
  7 | 11 19 28 39 48 58 68 75 81 85 89 91 93 94 95 96 97 98 98 99
  8 |  8 15 22 31 41 49 58 67 74 80 85 88 91 92 94 95 97 97 98 98
  9 |  6 11 17 26 34 42 50 58 68 74 79 84 87 90 92 94 95 96 97 97
 10 |  4  7 12 19 27 35 42 51 59 67 74 80 83 87 89 91 93 95 96 97
 11 |  3  5 10 15 21 27 36 44 52 59 67 74 78 83 87 89 92 93 94 96
 12 |  2  4  7 11 16 23 30 36 45 53 60 67 73 79 82 86 89 91 93 94
 13 |  1  3  5  9 12 18 25 31 38 46 54 60 67 74 79 83 86 88 91 93
 14 |  0  2  4  6 11 15 19 26 33 39 46 53 60 67 73 79 82 85 89 90
 15 |  0  1  3  5  8 11 16 22 28 33 40 46 54 61 68 73 79 82 86 89
 16 |  0  0  1  4  6  9 13 16 22 28 34 40 48 55 60 68 73 78 82 86
 17 |  0  0  1  2  5  7 10 14 19 24 30 35 42 48 54 61 68 74 79 82
 18 |  0  0  1  1  3  5  8 12 15 20 25 31 37 43 49 56 62 68 74 78
 19 |  0  0  0  1  2  4  6  9 12 16 22 27 32 38 45 50 56 62 69 75
 20 |  0  0  0  1  2  3  4  7 10 14 18 23 27 33 38 45 51 57 63 69

4/4 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 76 85 89 92 94 96 96 97 98 99 99 99 99 99 99 99 99 99 99
  3 | 41 51 65 78 84 89 92 94 95 96 97 98 98 99 99 99 99 99 99 99
  4 | 30 39 52 64 74 81 86 89 92 94 95 97 97 98 98 99 99 99 99 99
  5 | 22 29 41 50 61 71 78 83 87 90 92 95 96 97 97 98 98 99 99 99
  6 | 16 21 31 40 49 61 69 75 81 86 89 92 93 95 96 97 97 98 99 99
  7 | 11 16 24 32 40 49 58 67 75 80 84 88 91 93 94 96 97 98 98 98
  8 |  9 12 18 25 33 40 49 57 67 73 80 83 87 90 92 94 96 97 97 98
  9 |  5  9 13 19 25 32 40 48 57 65 72 78 82 87 90 92 93 95 96 97
 10 |  4  6 10 14 20 27 33 39 48 57 66 72 77 81 85 88 91 93 94 96
 11 |  3  4  7 11 16 21 26 34 40 48 55 64 71 76 81 85 88 91 93 94
 12 |  2  3  6  8 11 17 21 28 34 40 49 57 64 70 76 80 84 87 90 91
 13 |  1  2  4  6  9 13 17 22 29 35 41 49 57 63 70 75 80 84 87 89
 14 |  1  1  3  4  7 10 14 18 23 29 35 41 49 56 64 69 75 80 84 86
 15 |  0  0  1  3  5  7 11 15 19 24 29 35 42 49 56 63 69 74 79 83
 16 |  0  0  1  2  4  6  8 12 16 19 24 29 36 42 48 56 62 68 74 78
 17 |  0  0  0  1  2  4  7  9 12 16 21 25 31 36 43 48 57 63 69 73
 18 |  0  0  0  1  2  3  5  7 10 13 17 21 26 31 36 44 49 56 63 69
 19 |  0  0  0  0  1  2  3  6  8 10 13 18 21 27 32 37 43 51 56 62
 20 |  0  0  0  0  1  2  2  4  6  8 11 14 18 22 27 33 39 45 51 57

