 20 |  0  0  0  0  1  1  2  4  6  7  9 11 13 16 19 21 24 27 31 35

1/4 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 75 85 89 92 94 95 97 98 98 98 99 99 99 99 99 99 99 99 99
  3 | 40 51 64 73 80 85 88 91 93 95 96 97 98 98 99 99 99 99 99 99
  4 | 30 38 48 57 66 72 78 82 86 90 92 94 95 97 97 98 98 99 99 99
  5 | 22 29 36 43 50 59 66 72 78 83 86 89 91 94 95 96 97 97 98 98
  6 | 16 21 28 34 38 46 54 61 67 73 78 83 85 89 91 93 94 96 97 97
  7 | 11 16 21 25 31 35 42 49 56 63 69 73 79 82 86 89 91 93 95 96
  8 |  8 12 16 20 25 28 33 39 46 52 59 64 71 76 80 83 87 89 91 93
  9 |  5  8 12 15 19 24 28 31 37 43 49 55 62 68 73 78 82 84 86 90
 10 |  4  6  9 12 15 18 21 26 29 34 40 47 53 59 64 70 75 78 82 86
 11 |  3  4  6  8 12 15 17 20 23 27 32 38 44 50 57 62 68 73 77 80
 12 |  2  3  5  6  8 11 14 16 19 23 26 30 36 43 48 55 60 65 70 75
 13 |  1  2  3  5  6  9 11 14 16 19 22 26 30 35 40 46 52 58 63 68
 14 |  1  1  2  3  5  7  9 11 13 16 18 21 24 29 33 40 46 52 55 61
 15 |  0  0  1  2  3  5  7  8 11 13 15 18 20 24 27 33 38 43 49 54
 16 |  0  0  1  2  3  4  5  7  9 11 13 16 17 19 24 27 32 37 43 48
 17 |  0  0  1  1  2  3  4  5  6  8 10 11 15 17 20 23 27 32 36 41
 18 |  0  0  0  0  1  2  3  4  5  6  8 10 12 14 16 19 22 26 29 34
 19 |  0  0  0  0  1  1  2  3  4  5  6  7 10 11 14 15 18 21 24 30
 20 |  0  0  0  0  0  1  1  2  3  4  5  6  8 10 11 13 15 17 21 24

2/0 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 84 95 97 98 99 99 99 99 99 99 99 99 99 99 99 99 00 00 00
  3 | 41 67 85 94 96 97 97 98 99 99 99 99 99 99 99 99 99 99 99 99
  4 | 29 55 72 86 93 95 95 96 98 98 98 98 99 99 99 99 99 99 99 99
  5 | 22 42 61 76 87 92 93 95 96 97 97 98 98 98 99 99 99 99 99 99
  6 | 16 32 50 65 78 87 91 93 95 96 96 97 97 98 98 98 99 99 99 99
  7 | 11 25 40 55 69 79 86 90 92 93 95 96 96 96 97 97 98 98 99 99
  8 |  8 19 32 46 60 71 80 86 89 91 93 94 95 95 96 97 98 98 98 98
  9 |  6 14 24 38 51 64 74 81 86 89 91 93 93 94 95 95 97 97 98 98
 10 |  4 10 19 30 42 55 65 75 81 87 89 91 92 92 93 94 95 96 97 97
 11 |  3  8 14 24 34 46 58 67 75 81 86 89 90 91 91 93 94 95 96 97
 12 |  2  6 12 18 28 38 50 60 68 76 82 86 88 89 90 91 93 94 95 95
 13 |  1  4  8 14 22 32 42 52 61 70 78 83 86 87 88 90 92 93 94 95
 14 |  1  3  6 11 18 26 36 45 55 64 71 77 82 85 87 88 90 91 92 94
 15 |  0  2  5  9 15 21 30 38 46 57 65 71 78 81 84 86 87 89 92 92
 16 |  0  1  3  7 11 18 25 32 41 50 59 66 72 77 81 84 85 88 90 90
 17 |  0  1  2  5  9 14 20 26 35 43 52 60 65 72 77 81 83 86 87 89
 18 |  0  0  1  3  6 10 16 22 29 37 45 52 60 67 73 77 80 84 87 88
 19 |  0  0  1  3  5  9 13 18 25 32 40 48 55 61 67 73 77 81 84 86
 20 |  0  0  1  1  3  7 11 14 20 28 35 42 50 56 63 69 73 78 81 84

2/1 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 83 92 95 97 97 98 98 99 99 99 99 99 99 99 99 99 99 99 00
  3 | 40 64 79 88 92 93 95 96 97 98 98 99 99 99 99 99 99 99 99 99
  4 | 29 51 65 77 86 89 91 93 95 96 97 98 98 98 99 99 99 99 99 99
  5 | 22 40 55 66 77 83 86 89 92 94 95 96 96 97 98 98 99 99 99 99
  6 | 16 30 44 56 66 75 81 84 87 90 93 94 95 96 97 97 98 98 99 99
  7 | 11 23 35 47 58 67 74 80 83 87 90 91 93 94 95 96 97 97 98 98
  8 |  8 18 28 39 50 59 66 74 78 82 86 88 90 91 93 94 96 97 97 98
  9 |  6 12 21 31 41 51 60 66 73 78 82 84 87 89 91 92 94 95 96 97
 10 |  4 10 16 24 34 44 52 60 66 72 77 82 84 86 89 91 92 94 95 95
 11 |  3  6 13 19 28 37 45 52 60 66 72 77 80 83 85 88 90 91 93 95
 12 |  2  5  9 15 23 29 38 45 53 60 67 72 76 79 82 84 87 89 91 92
 13 |  1  3  6 11 17 25 31 40 47 54 60 66 72 76 79 81 84 87 89 90
 14 |  1  2  5  9 14 20 26 33 40 48 54 60 66 71 74 78 81 85 86 89
 15 |  0  1  3  6 11 16 23 28 35 42 49 55 61 65 70 75 78 81 84 86
 16 |  0  1  2  5  8 13 18 23 29 37 44 50 56 61 65 70 75 78 81 84
 17 |  0  0  2  4  7 10 15 19 24 31 38 43 50 56 61 65 70 74 78 81
 18 |  0  0  1  2  5  8 11 16 20 27 33 39 45 50 55 61 66 71 74 78
 19 |  0  0  1  2  3  6  9 13 17 22 29 33 40 46 52 57 61 66 70 75
 20 |  0  0  0  1  3  4  7 10 14 19 23 30 35 41 47 52 57 62 67 71

2/2 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 82 92 94 96 97 97 98 98 99 99 99 99 99 99 99 99 99 99 99
  3 | 41 62 77 85 89 92 94 95 96 97 98 98 99 99 99 99 99 99 99 99
  4 | 30 49 63 74 80 85 89 91 93 95 96 97 98 98 99 99 99 99 99 99
  5 | 21 38 51 61 70 78 82 86 89 91 93 95 96 97 98 98 98 99 99 99
  6 | 16 29 41 50 59 68 75 80 84 88 90 92 94 95 96 97 97 98 99 99
  7 | 11 21 32 42 50 58 65 72 78 82 86 88 91 93 94 95 97 97 97 98
  8 |  8 16 25 33 42 49 57 65 71 77 81 85 88 90 92 94 94 96 97 98
  9 |  5 12 19 27 34 41 49 57 64 70 75 79 83 86 89 91 93 94 95 96
 10 |  4  8 15 21 27 34 41 49 55 62 69 74 79 82 86 88 90 92 93 95
 11 |  3  6 10 16 22 28 36 42 48 55 62 68 73 78 82 84 87 90 91 93
 12 |  2  4  8 12 17 23 29 35 42 48 55 62 68 73 77 81 84 86 89 91
 13 |  1  3  6  9 13 18 24 30 35 42 48 54 61 67 73 76 80 83 86 88
 14 |  0  2  4  7 10 15 19 26 30 37 42 49 55 61 66 71 77 80 82 86
 15 |  0  1  3  5  8 11 16 21 24 31 36 43 48 54 61 66 71 75 79 82
 16 |  0  0  2  3  6  8 13 17 21 26 32 37 43 48 55 60 65 70 75 78
 17 |  0  0  1  2  4  7  9 14 17 22 27 32 37 43 49 54 60 66 70 74
 18 |  0  0  1  2  3  5  7 11 14 18 23 28 33 38 43 49 55 60 66 70
 19 |  0  0  0  1  2  4  6  9 11 15 19 24 28 33 39 44 49 55 60 65
 20 |  0  0  0  1  1  3  5  7  9 13 17 20 24 28 35 39 44 50 55 61

2/3 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 79 89 91 94 95 97 97 98 98 99 99 99 99 99 99 99 99 99 99
  3 | 41 56 71 81 85 89 91 94 95 96 97 98 98 99 99 99 99 99 99 99
  4 | 30 45 55 66 75 81 85 89 91 93 94 96 97 97 98 98 99 99 99 99
  5 | 22 33 44 53 62 72 76 81 85 88 91 93 94 96 97 97 98 98 99 99
  6 | 15 25 35 43 50 59 68 74 78 82 86 89 91 93 95 96 97 97 98 98
  7 | 10 19 28 34 43 48 57 64 72 75 81 84 87 90 92 93 95 96 96 97
  8 |  8 14 21 28 35 41 49 55 62 69 73 78 82 85 87 90 92 94 95 96
  9 |  6 11 15 21 28 35 39 47 54 61 66 72 76 80 84 87 89 91 93 94
 10 |  4  7 11 16 22 27 33 39 46 52 60 65 70 75 79 83 86 88 90 92
 11 |  2  5  8 13 17 22 28 33 38 44 51 57 65 69 74 78 82 84 88 89
 12 |  2  4  6  9 12 18 22 28 32 38 43 50 55 62 68 72 76 81 83 86
 13 |  1  2  5  7 10 14 19 23 28 32 38 43 49 56 61 67 72 76 79 83
 14 |  1  1  3  5  8 11 15 19 24 28 32 37 43 50 55 61 66 71 75 79
 15 |  0  1  2  4  6  8 12 16 19 24 28 33 38 43 49 55 61 66 70 73
 16 |  0  1  1  3  4  6  9 12 16 20 24 28 34 37 44 48 54 59 65 69
 17 |  0  0  1  2  3  5  7 10 14 16 21 24 29 33 39 43 48 55 59 64
 18 |  0  0  1  1  2  4  5  7 10 13 16 20 24 29 33 38 43 48 54 57
 19 |  0  0  0  1  1  2  4  6  8 11 13 17 20 25 29 32 38 43 47 53
 20 |  0  0  0  0  1  2  3  5  7  9 11 14 18 21 25 28 33 37 42 48

2/4 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 54 76 84 89 92 94 96 96 98 98 99 99 99 99 99 99 99 99 99 99
  3 | 41 51 65 75 80 86 89 92 94 95 97 98 98 99 99 99 99 99 99 99
  4 | 29 39 48 59 68 76 81 84 88 91 93 95 96 97 97 98 98 99 99 99
  5 | 22 30 38 46 53 63 71 77 81 85 88 91 93 95 96 97 97 98 99 99
  6 | 16 22 29 35 42 51 59 66 72 78 83 85 89 91 93 94 96 97 97 98
  7 | 11 16 22 28 34 41 48 56 62 69 75 80 83 86 90 92 93 95 96 97
  8 |  8 11 16 22 28 32 39 45 54 60 66 72 78 81 85 88 90 92 93 95
  9 |  6  8 12 17 21 27 32 37 44 51 58 64 71 74 79 82 86 89 91 93
 10 |  3  6 10 12 17 21 26 31 36 43 50 56 62 68 73 78 81 84 87 89
 11 |  3  4  6  9 13 17 19 24 30 34 41 47 55 61 66 72 76 80 83 85
 12 |  1  3  5  7 10 12 17 20 24 29 33 39 46 53 59 63 69 74 78 82
 13 |  1  2  3  5  8 10 13 17 20 24 28 34 39 45 51 57 62 69 73 77
 14 |  0  1  2  4  6  8 10 13 17 20 24 28 33 39 45 50 56 62 67 71
 15 |  0  1  2  3  4  6  8 10 14 17 20 25 27 32 38 45 50 57 61 65
 16 |  0  0  1  2  3  4  6  8 10 13 16 20 23 27 32 37 43 50 55 60
 17 |  0  0  0  1  2  3  5  6  8 11 14 17 19 23 27 31 37 42 48 53
 18 |  0  0  0  1  1  2  3  5  6  9 10 13 17 19 23 27 31 36 41 46
 19 |  0  0  0  0  1  1  2  4  5  7  9 11 14 16 19 23 26 31 36 41
 20 |  0  0  0  0  0  1  1  3  4  5  7  9 11 13 16 19 22 25 29 34

3/0 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 85 95 97 98 99 99 99 99 99 99 99 99 99 99 99 99 00 00 00
  3 | 41 68 85 94 97 97 97 98 99 99 99 99 99 99 99 99 99 99 99 99
  4 | 30 54 73 87 94 96 96 97 98 98 99 99 99 99 99 99 99 99 99 99
  5 | 22 42 61 78 87 93 94 95 96 98 98 98 98 99 99 99 99 99 99 99
  6 | 16 33 51 66 80 88 92 94 95 96 97 98 98 98 98 99 99 99 99 99
  7 | 11 25 40 56 70 82 88 92 93 95 96 96 97 97 98 98 98 99 99 99
  8 |  8 19 32 46 61 73 82 88 91 93 95 96 96 96 97 98 98 98 99 99
  9 |  6 14 25 38 51 65 75 82 89 92 94 94 94 96 96 97 98 98 98 99
 10 |  4 10 19 30 43 55 67 76 83 88 92 93 94 94 95 96 97 97 98 98
 11 |  3  8 14 25 35 47 59 69 77 84 89 91 93 93 94 95 96 96 97 98
 12 |  2  5 11 19 29 39 50 61 71 78 84 88 90 91 93 94 94 96 96 97
 13 |  1  4  9 14 24 33 43 53 63 72 80 85 88 90 91 92 94 95 96 96
 14 |  1  2  6 11 19 27 36 46 56 65 74 80 84 88 90 91 92 93 95 95
 15 |  0  2  5  9 14 21 30 39 49 58 66 74 80 84 88 89 90 92 94 94
 16 |  0  1  3  6 12 18 25 33 43 51 60 69 74 80 83 88 89 91 92 94
 17 |  0  1  2  5  9 14 20 27 34 45 52 61 70 75 80 84 87 90 91 92
 18 |  0  0  1  4  7 11 17 23 30 38 46 55 62 69 75 81 84 88 89 91
 19 |  0  0  1  2  5  8 13 19 26 32 41 48 57 64 70 76 80 84 88 89
 20 |  0  0  0  1  4  7 10 15 21 28 36 43 50 58 65 70 76 82 85 88

3/1 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 83 92 95 97 97 98 99 99 99 99 99 99 99 99 99 99 00 99 99
  3 | 40 64 80 89 93 95 95 97 97 98 98 99 99 99 99 99 99 99 99 99
  4 | 30 51 67 79 88 91 92 94 95 97 97 98 98 99 99 99 99 99 99 99
  5 | 22 40 56 67 79 86 88 91 94 95 96 97 97 98 98 99 99 99 99 99
  6 | 16 30 46 58 70 79 84 88 90 93 94 96 96 97 97 98 98 99 99 99
  7 | 11 23 36 48 60 70 79 84 87 90 92 93 94 95 96 97 98 98 98 99
  8 |  8 17 28 41 52 61 71 78 83 87 90 92 93 94 95 96 97 98 98 98
  9 |  6 13 22 31 43 54 63 70 78 83 86 89 91 92 94 95 96 97 97 98
 10 |  4  9 17 25 37 46 55 64 71 78 83 86 88 91 92 94 94 96 97 97
 11 |  3  7 12 21 28 39 48 57 64 72 78 82 86 88 90 92 93 95 96 96
 12 |  2  4 10 16 24 32 41 50 58 65 72 78 82 85 88 89 92 94 94 95
 13 |  1  3  7 12 19 26 34 43 51 59 67 72 78 82 85 87 89 92 94 94
 14 |  1  2  5  9 15 21 28 36 44 53 60 67 73 78 82 85 88 90 91 93
 15 |  0  1  4  7 11 17 23 31 38 47 54 60 68 73 78 82 85 87 90 91
 16 |  0  1  3  5  8 13 19 26 33 40 48 55 61 68 73 79 82 85 87 89
 17 |  0  1  2  4  7 11 15 21 28 35 42 49 57 64 69 74 78 82 85 88
 18 |  0  0  1  2  5  8 13 18 23 30 37 44 51 57 63 70 74 79 83 85
 19 |  0  0  1  2  3  6 10 14 20 25 31 39 45 51 58 64 70 75 79 83
 20 |  0  0  0  1  3  5  8 11 16 21 27 33 40 47 52 59 65 70 75 80

3/2 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 56 80 90 93 95 96 97 98 99 99 99 99 99 99 99 99 99 99 99 99
  3 | 40 60 74 84 89 92 94 95 96 97 98 98 99 99 99 99 99 99 99 99
  4 | 29 47 60 73 82 86 89 91 94 95 96 97 98 98 99 99 99 99 99 99
  5 | 22 36 50 61 72 80 83 87 90 93 94 96 97 97 98 98 99 99 99 99
  6 | 16 27 40 52 60 70 77 82 87 89 92 93 95 96 97 97 98 98 99 99
  7 | 11 21 31 42 52 61 70 76 81 85 88 91 93 94 95 96 97 98 98 99
  8 |  8 16 25 34 43 53 61 69 76 80 85 88 90 92 93 95 96 97 97 98
  9 |  5 11 19 28 36 45 53 61 69 76 80 83 87 89 91 93 94 96 96 97
 10 |  3  8 14 22 29 37 45 54 61 69 74 78 83 86 88 90 93 94 95 96
 11 |  3  6 11 16 24 31 39 46 54 62 68 74 79 82 86 88 90 92 94 95
 12 |  2  4  8 13 19 25 33 40 47 55 61 68 75 78 82 85 87 90 92 93
 13 |  1  3  6 10 14 21 28 35 42 48 56 62 68 74 77 82 85 88 90 92
 14 |  1  2  4  7 11 17 22 28 35 42 49 56 63 69 73 77 81 85 87 89
 15 |  0  1  3  6  9 13 18 23 30 37 43 50 56 62 68 74 77 81 84 87
 16 |  0  1  2  4  7 10 14 20 25 31 37 43 51 56 62 69 74 77 81 84
 17 |  0  0  1  3  5  8 12 16 21 27 32 38 44 51 56 62 69 74 78 81
 18 |  0  0  1  2  4  6  9 13 18 22 27 34 39 45 51 57 63 69 73 77
 19 |  0  0  0  1  3  5  7 10 15 19 23 29 35 39 46 52 57 64 69 74
 20 |  0  0  0  1  2  3  5  8 12 15 20 25 31 35 41 47 53 58 65 70

3/3 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 78 88 91 94 95 97 97 98 98 99 99 99 99 99 99 99 99 99 99
  3 | 40 57 70 81 86 89 92 94 96 97 97 98 99 99 99 99 99 99 99 99
  4 | 29 43 55 66 77 83 86 90 93 94 96 97 97 98 98 99 99 99 99 99
  5 | 22 34 44 55 66 75 80 85 88 90 93 94 96 97 97 98 98 99 99 99
  6 | 15 25 35 44 54 63 71 77 82 86 88 91 94 95 96 97 98 98 98 99
  7 | 12 18 28 36 44 52 61 70 75 80 85 88 90 93 94 95 96 97 98 98
  8 |  8 14 21 28 36 44 52 61 68 74 80 83 87 89 92 94 95 96 97 97
  9 |  6 10 16 22 29 36 44 52 59 68 73 78 83 86 89 91 93 94 96 96
 10 |  4  7 12 17 23 29 36 43 51 58 66 73 78 82 85 88 90 92 94 95
 11 |  3  5  9 13 18 24 29 37 43 51 57 65 72 77 81 84 87 90 91 94
 12 |  2  4  7 10 14 19 24 30 37 44 51 58 65 71 75 80 84 87 89 91
 13 |  1  2  5  7 11 15 21 26 31 37 44 50 59 64 71 75 80 83 86 89
 14 |  1  1  3  5  8 11 16 21 26 32 38 44 50 57 65 70 75 80 83 85
 15 |  0  1  2  4  7  9 13 17 22 26 32 38 45 51 57 63 70 74 79 82
 16 |  0  1  2  3  4  7 10 14 18 22 28 33 38 45 51 57 64 70 74 78
 17 |  0  0  1  2  3  5  8 11 14 18 23 28 33 39 45 52 58 64 69 73
 18 |  0  0  0  2  2  4  6  8 11 15 19 24 29 34 39 44 51 58 63 69
 19 |  0  0  0  1  2  3  5  7  9 13 16 20 25 29 36 41 46 52 58 63
 20 |  0  0  0  0  1  2  4  5  7 10 13 17 21 25 30 35 40 45 53 58

3/4 |  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20
----+------------------------------------------------------------
  1 | 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
  2 | 55 76 85 89 91 94 96 97 97 98 98 99 99 99 99 99 99 99 99 99
  3 | 41 50 65 77 83 87 90 92 95 96 97 97 98 98 99 99 99 99 99 99
  4 | 30 40 50 61 72 78 83 86 90 93 94 95 96 97 98 98 99 99 99 99
  5 | 22 29 40 48 59 68 74 80 84 87 90 92 94 95 97 97 98 98 99 99
  6 | 16 22 30 38 46 54 64 71 78 82 85 89 91 93 94 95 97 97 98 98
  7 | 11 16 23 30 38 44 53 61 68 75 79 84 86 90 92 93 95 96 97 98
  8 |  8 12 18 23 31 37 43 52 61 67 73 77 82 85 89 91 93 94 96 97
  9 |  6  9 13 18 23 30 37 43 51 58 65 71 75 81 84 87 90 92 93 94
 10 |  3  6  9 13 18 24 29 36 41 49 57 64 69 76 80 83 86 88 91 92
 11 |  3  4  7 10 14 19 24 30 34 41 48 56 62 69 74 78 82 85 87 90
